FEN,stockfish_score
3k4/p7/1pR5/5pp1/8/4PBP1/P4P2/q5K1 w - - 4 37,-2.42
3k4/p7/1pR5/5pp1/8/4PBP1/P4PK1/q7 b - - 5 37,-2.25
3k4/p7/1pR5/5pp1/8/4PBP1/q4PK1/8 w - - 0 38,-2.27
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,0.18
rnbqkbnr/pp1ppppp/2p5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,0.13
rnbqkbnr/pp1ppppp/2p5/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,0.13
rnbqkbnr/pp2pppp/2p5/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,-0.21
rnbqkbnr/pp2pppp/2p5/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,0.26
rn1qkbnr/pp2pppp/2p5/3p4/6b1/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,-0.04
rn1qkbnr/pp2pppp/2p5/3pN3/6b1/6P1/PPPPPPBP/RNBQK2R b KQkq - 3 4,0.34
rnbqkbnr/pp2pppp/2p5/3pN3/8/6P1/PPPPPPBP/RNBQK2R w KQkq - 4 5,0.04
rnbqkbnr/pp2pppp/2p5/3pN3/3P4/6P1/PPP1PPBP/RNBQK2R b KQkq - 0 5,0.48
rnbqkb1r/pp2pppp/2p2n2/3pN3/3P4/6P1/PPP1PPBP/RNBQK2R w KQkq - 1 6,0.43
rnbqkb1r/pp2pppp/2p2n2/3pN3/2PP4/6P1/PP2PPBP/RNBQK2R b KQkq - 0 6,0.08
rnbqkb1r/pp3ppp/2p1pn2/3pN3/2PP4/6P1/PP2PPBP/RNBQK2R w KQkq - 0 7,0.61
rnbqkb1r/pp3ppp/2p1pn2/3pN3/2PP4/2N3P1/PP2PPBP/R1BQK2R b KQkq - 1 7,0.85
rnbqkb1r/pp3ppp/2p1pn2/4N3/2pP4/2N3P1/PP2PPBP/R1BQK2R w KQkq - 0 8,0.95
rnbqkb1r/pp3ppp/2p1pn2/4N3/2pPP3/2N3P1/PP3PBP/R1BQK2R b KQkq - 0 8,0.77
rnbqk2r/pp2bppp/2p1pn2/4N3/2pPP3/2N3P1/PP3PBP/R1BQK2R w KQkq - 1 9,1.0
rnbqk2r/pp2bppp/2p1pn2/4N3/2pPP3/2N3P1/PP3PBP/R1BQ1RK1 b kq - 2 9,0.82
rnbq1rk1/pp2bppp/2p1pn2/4N3/2pPP3/2N3P1/PP3PBP/R1BQ1RK1 w - - 3 10,0.82
rnbq1rk1/pp2bppp/2p1pn2/8/2NPP3/2N3P1/PP3PBP/R1BQ1RK1 b - - 0 10,1.04
r1bq1rk1/pp1nbppp/2p1pn2/8/2NPP3/2N3P1/PP3PBP/R1BQ1RK1 w - - 1 11,1.13
r1bq1rk1/pp1nbppp/2p1pn2/4P3/2NP4/2N3P1/PP3PBP/R1BQ1RK1 b - - 0 11,1.37
r1bqnrk1/pp1nbppp/2p1p3/4P3/2NP4/2N3P1/PP3PBP/R1BQ1RK1 w - - 1 12,1.33
r1bqnrk1/pp1nbppp/2p1p3/4P3/2NPN3/6P1/PP3PBP/R1BQ1RK1 b - - 2 12,1.32
r1bq1rk1/ppnnbppp/2p1p3/4P3/2NPN3/6P1/PP3PBP/R1BQ1RK1 w - - 3 13,1.47
r1bq1rk1/ppnnbppp/2pNp3/4P3/2NP4/6P1/PP3PBP/R1BQ1RK1 b - - 4 13,1.27
r1bq1rk1/ppnn1ppp/2pbp3/4P3/2NP4/6P1/PP3PBP/R1BQ1RK1 w - - 0 14,1.59
r1bq1rk1/ppnn1ppp/2pNp3/4P3/3P4/6P1/PP3PBP/R1BQ1RK1 b - - 0 14,2.19
r1bq1rk1/pp1n1ppp/2pNp3/3nP3/3P4/6P1/PP3PBP/R1BQ1RK1 w - - 1 15,1.75
r1bq1rk1/pp1n1ppp/2pNp3/3BP3/3P4/6P1/PP3P1P/R1BQ1RK1 b - - 0 15,1.81
r1bq1rk1/pp1n1ppp/3Np3/3pP3/3P4/6P1/PP3P1P/R1BQ1RK1 w - - 0 16,1.33
r1bq1rk1/pp1n1ppp/3Np3/3pP3/3P3P/6P1/PP3P2/R1BQ1RK1 b - - 0 16,1.77
r1bq1rk1/pp3ppp/1n1Np3/3pP3/3P3P/6P1/PP3P2/R1BQ1RK1 w - - 1 17,1.84
r1bq1rk1/pp3ppp/1n1Np3/3pP3/3P3P/1P4P1/P4P2/R1BQ1RK1 b - - 0 17,2.28
r1bq1rk1/pp1n1ppp/3Np3/3pP3/3P3P/1P4P1/P4P2/R1BQ1RK1 w - - 1 18,2.09
r1bq1rk1/pp1n1ppp/3Np3/3pP3/3P3P/BP4P1/P4P2/R2Q1RK1 b - - 2 18,2.97
r1bqr1k1/pp1n1ppp/3Np3/3pP3/3P3P/BP4P1/P4P2/R2Q1RK1 w - - 3 19,3.79
r1bqr1k1/pp1n1ppp/3Np3/3pP3/3P2QP/BP4P1/P4P2/R4RK1 b - - 4 19,3.54
r1bqr1k1/p2n1ppp/1p1Np3/3pP3/3P2QP/BP4P1/P4P2/R4RK1 w - - 0 20,3.14
r1bqr1k1/p2n1ppp/1p1Np3/3pP2Q/3P3P/BP4P1/P4P2/R4RK1 b - - 1 20,3.28
r1bqr1k1/p2n1p1p/1p1Np1p1/3pP2Q/3P3P/BP4P1/P4P2/R4RK1 w - - 0 21,3.48
r1bqr1k1/p2n1p1p/1p1Np1p1/3pP3/3P3P/BP3QP1/P4P2/R4RK1 b - - 1 21,4.31
r1bq2k1/p2nrp1p/1p1Np1p1/3pP3/3P3P/BP3QP1/P4P2/R4RK1 w - - 2 22,3.61
r1bq2k1/p2nrp1p/1p1Np1p1/3pP3/3P3P/1P3QP1/P4P2/R1B2RK1 b - - 3 22,3.59
r2q2k1/p2nrp1p/bp1Np1p1/3pP3/3P3P/1P3QP1/P4P2/R1B2RK1 w - - 4 23,2.95
r2q2k1/p2nrp1p/bp1Np1p1/3pP1B1/3P3P/1P3QP1/P4P2/R4RK1 b - - 5 23,3.19
r2q1nk1/p3rp1p/bp1Np1p1/3pP1B1/3P3P/1P3QP1/P4P2/R4RK1 w - - 6 24,4.1
r2q1nk1/p3rp1p/bp1Np1p1/3pP1B1/3P3P/1P3QP1/P4P2/R1R3K1 b - - 7 24,5.43
r2q1n2/p3rpkp/bp1Np1p1/3pP1B1/3P3P/1P3QP1/P4P2/R1R3K1 w - - 8 25,6.42
r2q1n2/p3rpkp/bp1NpBp1/3pP3/3P3P/1P3QP1/P4P2/R1R3K1 b - - 9 25,5.52
r2q1nk1/p3rp1p/bp1NpBp1/3pP3/3P3P/1P3QP1/P4P2/R1R3K1 w - - 10 26,5.0
r2q1nk1/p3rp1p/bp1NpBp1/3pP3/3P1Q1P/1P4P1/P4P2/R1R3K1 b - - 11 26,5.3
r2q1nk1/p3rp2/bp1NpBp1/3pP2p/3P1Q1P/1P4P1/P4P2/R1R3K1 w - - 0 27,5.31
r2q1nk1/p3rp2/bp1NpBpQ/3pP2p/3P3P/1P4P1/P4P2/R1R3K1 b - - 1 27,5.5
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0.3
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0.52
rnbqkbnr/ppp1pppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,0.69
rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,0.51
rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3,0.56
rnbqkb1r/ppp2ppp/3p1n2/4p3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,0.43
rnbqkb1r/ppp2ppp/3p1n2/4p1B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 1 4,0.43
r1bqkb1r/pppn1ppp/3p1n2/4p1B1/3PP3/2N5/PPP2PPP/R2QKBNR w KQkq - 2 5,0.42
r1bqkb1r/pppn1ppp/3p1n2/4p1B1/3PP3/2N5/PPPQ1PPP/R3KBNR b KQkq - 3 5,0.43
r1bqk2r/pppnbppp/3p1n2/4p1B1/3PP3/2N5/PPPQ1PPP/R3KBNR w KQkq - 4 6,0.21
r1bqk2r/pppnbppp/3p1n2/4p1B1/3PP3/2N5/PPPQ1PPP/2KR1BNR b kq - 5 6,0.47
r1bqk2r/pp1nbppp/2pp1n2/4p1B1/3PP3/2N5/PPPQ1PPP/2KR1BNR w kq - 0 7,0.22
r1bqk2r/pp1nbppp/2pp1n2/4p1B1/3PP3/2N5/PPPQNPPP/2KR1B1R b kq - 1 7,0.21
r1bqk2r/p2nbppp/2pp1n2/1p2p1B1/3PP3/2N5/PPPQNPPP/2KR1B1R w kq - 0 8,-0.22
r1bqk2r/p2nbppp/2pp1n2/1p2p1B1/3PP3/2N2P2/PPPQN1PP/2KR1B1R b kq - 0 8,-0.05
r1bqk2r/3nbppp/2pp1n2/pp2p1B1/3PP3/2N2P2/PPPQN1PP/2KR1B1R w kq - 0 9,-0.13
r1bqk2r/3nbppp/2pp1n2/pp2p1B1/3PP2P/2N2P2/PPPQN1P1/2KR1B1R b kq - 0 9,0.05
r1bqk2r/3nbppp/2pp1n2/1p2p1B1/p2PP2P/2N2P2/PPPQN1P1/2KR1B1R w kq - 0 10,0.0
r1bqk2r/3nbppp/2pp1n2/1p2p1B1/p2PP1PP/2N2P2/PPPQN3/2KR1B1R b kq - 0 10,-0.05
r1bqk2r/3nbppp/2pp1n2/4p1B1/pp1PP1PP/2N2P2/PPPQN3/2KR1B1R w kq - 0 11,-0.78
r1bqk2r/3nbppp/2pp1n2/4p1B1/pp1PP1PP/5P2/PPPQN3/1NKR1B1R b kq - 1 11,-0.34
r1b1k2r/3nbppp/1qpp1n2/4p1B1/pp1PP1PP/5P2/PPPQN3/1NKR1B1R w kq - 2 12,-0.73
r1b1k2r/3nbppp/1qpp1n2/4p1B1/pp1PP1PP/4QP2/PPP1N3/1NKR1B1R b kq - 3 12,-0.91
r1b1k2r/3nbpp1/1qpp1n1p/4p1B1/pp1PP1PP/4QP2/PPP1N3/1NKR1B1R w kq - 0 13,-2.38
r1b1k2r/3nbpp1/1qpp1B1p/4p3/pp1PP1PP/4QP2/PPP1N3/1NKR1B1R b kq - 0 13,-1.16
r1b1k2r/3n1pp1/1qpp1b1p/4p3/pp1PP1PP/4QP2/PPP1N3/1NKR1B1R w kq - 0 14,-2.02
r1b1k2r/3n1pp1/1qpp1b1p/4p3/pp1PP1PP/4QP1B/PPP1N3/1NKR3R b kq - 1 14,-2.41
r1b1k2r/3n1pp1/1qpp1b1p/4p3/p2PP1PP/1p2QP1B/PPP1N3/1NKR3R w kq - 0 15,-1.59
r1b1k2r/3n1pp1/1qpp1b1p/4p3/p2PP1PP/1P2QP1B/PP2N3/1NKR3R b kq - 0 15,-1.25
r1b1k2r/3n1pp1/1qpp1b1p/4p3/3PP1PP/1p2QP1B/PP2N3/1NKR3R w kq - 0 16,-1.59
r1b1k2r/3n1pp1/1qpp1b1p/4p3/3PP1PP/Pp2QP1B/1P2N3/1NKR3R b kq - 0 16,-2.07
r1b1k2r/3n1pp1/1qpp1b1p/8/3pP1PP/Pp2QP1B/1P2N3/1NKR3R w kq - 0 17,-2.67
r1b1k2r/3n1pp1/1qpp1b1p/8/3NP1PP/Pp2QP1B/1P6/1NKR3R b kq - 0 17,-1.89
r1b1k2r/5pp1/1qpp1b1p/4n3/3NP1PP/Pp2QP1B/1P6/1NKR3R w kq - 1 18,-1.68
r1b1k2r/5pp1/1qpp1b1p/4n1P1/3NP2P/Pp2QP1B/1P6/1NKR3R b kq - 0 18,-1.28
r1b1k2r/5pp1/1qpp1b1p/6P1/2nNP2P/Pp2QP1B/1P6/1NKR3R w kq - 1 19,-0.85
r1b1k2r/5pp1/1qpp1b1p/6P1/2nNP2P/PQ3P1B/1P6/1NKR3R b kq - 0 19,-3.23
r1b1k2r/5pp1/2pp1b1p/6P1/2nNP2P/Pq3P1B/1P6/1NKR3R w kq - 0 20,-2.53
r1b1k2r/5pp1/2pp1b1p/6P1/2n1P2P/PN3P1B/1P6/1NKR3R b kq - 0 20,-2.15
r1b1k2r/5pp1/2pp3p/4b1P1/2n1P2P/PN3P1B/1P6/1NKR3R w kq - 1 21,-0.82
r1b1k2r/5pp1/2pp3p/4b1P1/2n1P2P/PNN2P1B/1P6/2KR3R b kq - 2 21,-3.13
r1b1k2r/5pp1/2pp3p/6P1/2n1Pb1P/PNN2P1B/1P6/2KR3R w kq - 3 22,-1.37
r1b1k2r/5pp1/2pp3p/6P1/2n1Pb1P/PNN2P1B/1PK5/3R3R b kq - 4 22,-2.75
r1b1k2r/5pp1/2pp3p/6P1/4Pb1P/PNN1nP1B/1PK5/3R3R w kq - 5 23,-3.1
r1b1k2r/5pp1/2pp3p/6P1/4Pb1P/PNNKnP1B/1P6/3R3R b kq - 6 23,-4.16
r1b1k2r/5pp1/2pp3p/6P1/4Pb1P/PNNK1P1B/1P6/3n3R w kq - 0 24,-3.41
r1b1k2r/5pp1/2pp3p/6P1/4Pb1P/PNNK1P1B/1P6/3R4 b kq - 0 24,-6.75
r3k2r/5pp1/2pp3p/6P1/4Pb1P/PNNK1P1b/1P6/3R4 w kq - 0 25,-5.73
r3k2r/5pp1/2pp3p/6P1/3NPb1P/P1NK1P1b/1P6/3R4 b kq - 1 25,-5.8
r4rk1/5pp1/2pp3p/6P1/3NPb1P/P1NK1P1b/1P6/3R4 w - - 2 26,-5.09
r4rk1/5pp1/2pp3p/5NP1/4Pb1P/P1NK1P1b/1P6/3R4 b - - 3 26,-5.65
r4rk1/5pp1/2pp3p/5bP1/4Pb1P/P1NK1P2/1P6/3R4 w - - 0 27,-5.79
r4rk1/5pp1/2pp3p/5PP1/5b1P/P1NK1P2/1P6/3R4 b - - 0 27,-6.28
4rrk1/5pp1/2pp3p/5PP1/5b1P/P1NK1P2/1P6/3R4 w - - 1 28,-5.03
4rrk1/5pp1/2pp3p/5PP1/4Nb1P/P2K1P2/1P6/3R4 b - - 2 28,-5.26
5rk1/5pp1/2pp3p/5PP1/4rb1P/P2K1P2/1P6/3R4 w - - 0 29,-3.53
5rk1/5pp1/2pp3p/5PP1/4Kb1P/P4P2/1P6/3R4 b - - 0 29,-3.4
5rk1/5pp1/2pp3p/4bPP1/4K2P/P4P2/1P6/3R4 w - - 1 30,-3.38
5rk1/5pp1/2pp3P/4bP2/4K2P/P4P2/1P6/3R4 b - - 0 30,-3.91
5rk1/5p2/2pp3p/4bP2/4K2P/P4P2/1P6/3R4 w - - 0 31,2.32
5rk1/5p2/2pp3p/4bP2/1P2K2P/P4P2/8/3R4 b - - 0 31,-3.84
r5k1/5p2/2pp3p/4bP2/1P2K2P/P4P2/8/3R4 w - - 1 32,1.81
r5k1/5p2/2pp3p/4bP2/1P2K2P/P2R1P2/8/8 b - - 2 32,-4.54
r4k2/5p2/2pp3p/4bP2/1P2K2P/P2R1P2/8/8 w - - 3 33,-4.44
r4k2/5p2/2pp3p/4bP2/1P2K2P/PR3P2/8/8 b - - 4 33,-4.62
r7/4kp2/2pp3p/4bP2/1P2K2P/PR3P2/8/8 w - - 5 34,-4.06
r7/4kp2/2pp3p/4bP2/1P2KP1P/PR6/8/8 b - - 0 34,-4.66
r7/4kpb1/2pp3p/5P2/1P2KP1P/PR6/8/8 w - - 1 35,-4.19
r7/4kpb1/2pp3p/5P1P/1P2KP2/PR6/8/8 b - - 0 35,-5.25
r7/4kp2/2pp1b1p/5P1P/1P2KP2/PR6/8/8 w - - 1 36,-4.52
r7/4kp2/2pp1b1p/5P1P/1P3P2/PR1K4/8/8 b - - 2 36,-4.3
r7/3k1p2/2pp1b1p/5P1P/1P3P2/PR1K4/8/8 w - - 3 37,-5.02
r7/3k1p2/2pp1b1p/5P1P/1PK2P2/PR6/8/8 b - - 4 37,-5.04
r7/2k2p2/2pp1b1p/5P1P/1PK2P2/PR6/8/8 w - - 5 38,-4.83
r7/2k2p2/2pp1b1p/1P3P1P/2K2P2/PR6/8/8 b - - 0 38,-5.39
4r3/2k2p2/2pp1b1p/1P3P1P/2K2P2/PR6/8/8 w - - 1 39,-4.1
4r3/2k2p2/1Ppp1b1p/5P1P/2K2P2/PR6/8/8 b - - 0 39,-4.54
4r3/1k3p2/1Ppp1b1p/5P1P/2K2P2/PR6/8/8 w - - 1 40,-5.15
4r3/1k3p2/1Ppp1b1p/5P1P/P1K2P2/1R6/8/8 b - - 0 40,-5.33
8/1k3p2/1Ppp1b1p/5P1P/P1K1rP2/1R6/8/8 w - - 1 41,-5.19
8/1k3p2/1Ppp1b1p/5P1P/P3rP2/1R1K4/8/8 b - - 2 41,-5.06
8/1k3p2/1Ppp1b1p/5P1P/r4P2/1R1K4/8/8 w - - 0 42,-6.1
8/1k3p2/1Ppp1b1p/5P1P/r4P2/3K4/8/1R6 b - - 1 42,-7.2
8/1k3p2/1Ppp1b1p/5P1P/3r1P2/3K4/8/1R6 w - - 2 43,-4.29
8/1k3p2/1Ppp1b1p/5P1P/3r1P2/4K3/8/1R6 b - - 3 43,-4.75
8/1k3p2/1Ppp1b1p/3r1P1P/5P2/4K3/8/1R6 w - - 4 44,-5.46
8/1k3p2/1Ppp1b1p/3r1P1P/5P2/5K2/8/1R6 b - - 5 44,-4.47
8/1k3p2/1Ppp1b1p/1r3P1P/5P2/5K2/8/1R6 w - - 6 45,-5.6
8/1k3p2/1Ppp1b1p/1r3P1P/5PK1/8/8/1R6 b - - 7 45,-7.78
8/1k3p2/1rpp1b1p/5P1P/5PK1/8/8/1R6 w - - 0 46,-4.23
8/1k3p2/1rpp1b1p/5P1P/5PK1/8/8/5R2 b - - 1 46,-4.95
8/1k3p2/2pp1b1p/1r3P1P/5PK1/8/8/5R2 w - - 2 47,-4.6
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0.21
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,0.04
rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,0.17
rnbqkb1r/pp1ppppp/5n2/2p5/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,0.18
rnbqkb1r/pp1ppppp/5n2/2pP4/8/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 3,0.26
rnbqkb1r/p2ppppp/5n2/1ppP4/8/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 4,0.6
rnbqkb1r/p2ppppp/5n2/1ppP2B1/8/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 4,0.35
rnbqkb1r/p2ppppp/8/1ppP2B1/4n3/5N2/PPP1PPPP/RN1QKB1R w KQkq - 2 5,0.26
rnbqkb1r/p2ppppp/8/1ppP4/4nB2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 5,0.61
rnbqkb1r/p3pppp/3p4/1ppP4/4nB2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 6,0.43
rnbqkb1r/p3pppp/3p4/1ppP4/4nB2/5NP1/PPP1PP1P/RN1QKB1R b KQkq - 0 6,0.0
rnbqkb1r/p3pp1p/3p2p1/1ppP4/4nB2/5NP1/PPP1PP1P/RN1QKB1R w KQkq - 0 7,-0.13
rnbqkb1r/p3pp1p/3p2p1/1ppP4/4nB2/5NP1/PPP1PPBP/RN1QK2R b KQkq - 1 7,-0.17
rnbqk2r/p3ppbp/3p2p1/1ppP4/4nB2/5NP1/PPP1PPBP/RN1QK2R w KQkq - 2 8,-0.3
rnbqk2r/p3ppbp/3p2p1/1ppP4/4nB2/2P2NP1/PP2PPBP/RN1QK2R b KQkq - 0 8,-0.05
rnbq1rk1/p3ppbp/3p2p1/1ppP4/4nB2/2P2NP1/PP2PPBP/RN1QK2R w KQ - 1 9,-0.26
rnbq1rk1/p3ppbp/3p2p1/1ppP4/4nB2/2P2NP1/PP2PPBP/RN1Q1RK1 b - - 2 9,-0.13
rnbq1rk1/4ppbp/3p2p1/pppP4/4nB2/2P2NP1/PP2PPBP/RN1Q1RK1 w - - 0 10,-0.17
rnbq1rk1/4ppbp/3p2p1/pppP4/4nB2/2P2NP1/PP1NPPBP/R2Q1RK1 b - - 1 10,0.0
rnbq1rk1/4ppbp/3p2p1/pppP4/5B2/2P2NP1/PP1nPPBP/R2Q1RK1 w - - 0 11,-0.26
rnbq1rk1/4ppbp/3p2p1/pppP4/5B2/2P2NP1/PP1QPPBP/R4RK1 b - - 0 11,0.0
rnbq1rk1/4ppbp/3p2p1/1ppP4/p4B2/2P2NP1/PP1QPPBP/R4RK1 w - - 0 12,-0.09
rnbq1rk1/4ppbp/3p2p1/1ppP4/p3PB2/2P2NP1/PP1Q1PBP/R4RK1 b - - 0 12,0.08
r1bq1rk1/3nppbp/3p2p1/1ppP4/p3PB2/2P2NP1/PP1Q1PBP/R4RK1 w - - 1 13,-0.3
r1bq1rk1/3nppbp/3p2p1/1ppP4/p3PB2/2P2NP1/PP1Q1PBP/R3R1K1 b - - 2 13,0.0
r1b2rk1/3nppbp/3p2p1/qppP4/p3PB2/2P2NP1/PP1Q1PBP/R3R1K1 w - - 3 14,0.13
r1b2rk1/3nppbp/3p2p1/qppPP3/p4B2/2P2NP1/PP1Q1PBP/R3R1K1 b - - 0 14,0.6
r1b2rk1/3nppbp/3p2p1/q1pPP3/pp3B2/2P2NP1/PP1Q1PBP/R3R1K1 w - - 0 15,0.56
r1b2rk1/3nppbp/3p2p1/q1pPP3/pP3B2/5NP1/PP1Q1PBP/R3R1K1 b - - 0 15,1.04
r1b2rk1/3nppbp/3p2p1/2pPP3/pq3B2/5NP1/PP1Q1PBP/R3R1K1 w - - 0 16,0.82
r1b2rk1/3nppbp/3p2p1/2pPP3/pQ3B2/5NP1/PP3PBP/R3R1K1 b - - 0 16,1.04
r1b2rk1/3nppbp/3p2p1/3PP3/pp3B2/5NP1/PP3PBP/R3R1K1 w - - 0 17,0.82
r1b2rk1/3nppbp/3P2p1/3P4/pp3B2/5NP1/PP3PBP/R3R1K1 b - - 0 17,1.03
r1b2rk1/3n1pbp/3p2p1/3P4/pp3B2/5NP1/PP3PBP/R3R1K1 w - - 0 18,0.82
r1b2rk1/3n1pbp/3B2p1/3P4/pp6/5NP1/PP3PBP/R3R1K1 b - - 0 18,1.03
r1b2rk1/3n1p1p/3B2p1/3P4/pp6/5NP1/Pb3PBP/R3R1K1 w - - 0 19,0.81
r1b2Bk1/3n1p1p/6p1/3P4/pp6/5NP1/Pb3PBP/R3R1K1 b - - 0 19,0.0
r1b2nk1/5p1p/6p1/3P4/pp6/5NP1/Pb3PBP/R3R1K1 w - - 0 20,0.81
r1b2nk1/5p1p/6p1/3P4/pp6/5NP1/Pb3PBP/3RR1K1 b - - 1 20,1.15
r1b2nk1/5p1p/6p1/3P4/pp6/2b2NP1/P4PBP/3RR1K1 w - - 2 21,1.18
r1b1Rnk1/5p1p/6p1/3P4/pp6/2b2NP1/P4PBP/3R2K1 b - - 3 21,2.14
r3Rnk1/1b3p1p/6p1/3P4/pp6/2b2NP1/P4PBP/3R2K1 w - - 4 22,2.61
R4nk1/1b3p1p/6p1/3P4/pp6/2b2NP1/P4PBP/3R2K1 b - - 0 22,2.81
b4nk1/5p1p/6p1/3P4/pp6/2b2NP1/P4PBP/3R2K1 w - - 0 23,2.45
b4nk1/5p1p/3P2p1/8/pp6/2b2NP1/P4PBP/3R2K1 b - - 0 23,3.06
b5k1/3n1p1p/3P2p1/8/pp6/2b2NP1/P4PBP/3R2K1 w - - 1 24,2.36
b5k1/3n1p1p/3P2p1/8/pp1N4/2b3P1/P4PBP/3R2K1 b - - 2 24,2.49
6k1/3n1p1p/3P2p1/8/pp1N4/2b3P1/P4PbP/3R2K1 w - - 0 25,2.22
6k1/3n1p1p/3P2p1/8/pp1N4/2b3P1/P4PKP/3R4 b - - 0 25,2.55
5k2/3n1p1p/3P2p1/8/pp1N4/2b3P1/P4PKP/3R4 w - - 1 26,2.89
5k2/3n1p1p/3P2p1/1N6/pp6/2b3P1/P4PKP/3R4 b - - 2 26,3.45
5k2/3n1p1p/3P2p1/1N2b3/pp6/6P1/P4PKP/3R4 w - - 3 27,2.91
5k2/3n1p1p/3P2p1/1N2b3/pp3P2/6P1/P5KP/3R4 b - - 0 27,3.57
5k2/3n1p1p/3P2p1/1N6/pp3P2/6P1/Pb4KP/3R4 w - - 1 28,3.02
5k2/3n1p1p/3P2p1/1N6/pp3P2/6P1/Pb4KP/4R3 b - - 2 28,2.38
5k2/3n1p1p/3P1bp1/1N6/pp3P2/6P1/P5KP/4R3 w - - 3 29,2.91
5k2/3n1p1p/3P1bp1/1N6/pp3P2/6P1/P5KP/2R5 b - - 4 29,2.55
5k2/3n1p1p/3P1bp1/1N6/p4P2/1p4P1/P5KP/2R5 w - - 0 30,4.73
5k2/3n1p1p/3P1bp1/1N6/p4P2/1P4P1/6KP/2R5 b - - 0 30,2.94
5k2/3n1p1p/3P1bp1/1N6/5P2/1p4P1/6KP/2R5 w - - 0 31,5.98
2R2k2/3n1p1p/3P1bp1/1N6/5P2/1p4P1/6KP/8 b - - 1 31,3.12
2R5/3n1pkp/3P1bp1/1N6/5P2/1p4P1/6KP/8 w - - 2 32,2.42
2R5/3n1pkp/3P1bp1/8/5P2/Np4P1/6KP/8 b - - 3 32,2.24
2R5/3n1pkp/3P1bp1/8/5P2/N5P1/1p4KP/8 w - - 0 33,2.48
8/2Rn1pkp/3P1bp1/8/5P2/N5P1/1p4KP/8 b - - 1 33,2.96
8/2R2pkp/3P1bp1/2n5/5P2/N5P1/1p4KP/8 w - - 2 34,3.16
8/5pkp/3P1bp1/2R5/5P2/N5P1/1p4KP/8 b - - 0 34,3.68
8/5pkp/3P2p1/2R5/3b1P2/N5P1/1p4KP/8 w - - 1 35,4.07
8/5pkp/3P2p1/3R4/3b1P2/N5P1/1p4KP/8 b - - 2 35,4.06
8/5pkp/3P1bp1/3R4/5P2/N5P1/1p4KP/8 w - - 3 36,4.8
8/3P1pkp/5bp1/3R4/5P2/N5P1/1p4KP/8 b - - 0 36,5.18
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,0.18
rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2,0.04
rnbqkb1r/pppppppp/5n2/8/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq - 0 2,0.0
rnbqkb1r/ppp1pppp/5n2/3p4/8/1P3N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3,-0.08
rnbqkb1r/ppp1pppp/5n2/3p4/8/1P2PN2/P1PP1PPP/RNBQKB1R b KQkq - 0 3,0.09
rn1qkb1r/ppp1pppp/5n2/3p1b2/8/1P2PN2/P1PP1PPP/RNBQKB1R w KQkq - 1 4,0.0
rn1qkb1r/ppp1pppp/5n2/3p1b2/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 2 4,0.17
rn1qkb1r/ppp2ppp/4pn2/3p1b2/8/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq - 0 5,-0.13
rn1qkb1r/ppp2ppp/4pn2/3p1b2/8/1P2PN2/PBPPBPPP/RN1QK2R b KQkq - 1 5,0.0
rn1qkb1r/ppp2pp1/4pn1p/3p1b2/8/1P2PN2/PBPPBPPP/RN1QK2R w KQkq - 0 6,-0.08
